GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
56c3004a-761c-48ad-a673-5d7c832c35d7	2	52560811	86878530	21965	0.0254
56c3004a-761c-48ad-a673-5d7c832c35d7	2	86878753	87218834	53	-0.3477
56c3004a-761c-48ad-a673-5d7c832c35d7	2	87221597	97164874	1781	0.023
56c3004a-761c-48ad-a673-5d7c832c35d7	2	97164886	97359885	39	-0.3619
56c3004a-761c-48ad-a673-5d7c832c35d7	2	97524284	97545247	8	1.4035
56c3004a-761c-48ad-a673-5d7c832c35d7	2	97545726	182477998	51838	0.0295
56c3004a-761c-48ad-a673-5d7c832c35d7	2	182488103	182488885	5	-1.5916
56c3004a-761c-48ad-a673-5d7c832c35d7	2	182493072	206705079	13979	0.0229
56c3004a-761c-48ad-a673-5d7c832c35d7	2	206705398	206709843	2	-3.5237
56c3004a-761c-48ad-a673-5d7c832c35d7	2	206710220	242147305	22620	0.0257
56c3004a-761c-48ad-a673-5d7c832c35d7	3	20930	6604856	5802	0.015
56c3004a-761c-48ad-a673-5d7c832c35d7	3	6609441	6611645	23	-0.9018
56c3004a-761c-48ad-a673-5d7c832c35d7	3	6613391	68697013	41923	0.0175
56c3004a-761c-48ad-a673-5d7c832c35d7	3	68697108	68698262	14	-1.5223
56c3004a-761c-48ad-a673-5d7c832c35d7	3	68699607	82059630	8602	0.0095
56c3004a-761c-48ad-a673-5d7c832c35d7	3	82062201	82063647	2	-2.8138
56c3004a-761c-48ad-a673-5d7c832c35d7	3	82064038	82151318	43	0.0306
56c3004a-761c-48ad-a673-5d7c832c35d7	3	82154394	82154869	2	-2.8669
56c3004a-761c-48ad-a673-5d7c832c35d7	3	82157386	99218940	7249	0.0073
56c3004a-761c-48ad-a673-5d7c832c35d7	3	99225614	99230464	36	-1.9029
56c3004a-761c-48ad-a673-5d7c832c35d7	3	99230470	137309114	23220	0.0205
56c3004a-761c-48ad-a673-5d7c832c35d7	3	137309116	137309121	4	1.3832
56c3004a-761c-48ad-a673-5d7c832c35d7	3	137311987	140823697	2243	0.0214
56c3004a-761c-48ad-a673-5d7c832c35d7	3	140826859	140828142	2	-3.1534
56c3004a-761c-48ad-a673-5d7c832c35d7	3	140841776	162795304	13536	0.0165
56c3004a-761c-48ad-a673-5d7c832c35d7	3	162795361	162807070	9	-3.16
56c3004a-761c-48ad-a673-5d7c832c35d7	3	162810842	162898127	52	-1.4004
56c3004a-761c-48ad-a673-5d7c832c35d7	3	162906054	162908192	5	-0.757
56c3004a-761c-48ad-a673-5d7c832c35d7	3	162908207	162996729	73	0.0063
56c3004a-761c-48ad-a673-5d7c832c35d7	3	162999939	163001774	2	-2.6865
56c3004a-761c-48ad-a673-5d7c832c35d7	3	163008371	193160256	19081	0.015
56c3004a-761c-48ad-a673-5d7c832c35d7	3	193160406	193165114	17	-1.2504
56c3004a-761c-48ad-a673-5d7c832c35d7	3	193168646	195548576	1479	0.0291
56c3004a-761c-48ad-a673-5d7c832c35d7	3	195549253	195720051	30	0.6326
56c3004a-761c-48ad-a673-5d7c832c35d7	3	195728637	195733825	10	-0.0593
56c3004a-761c-48ad-a673-5d7c832c35d7	3	195735445	195747892	9	0.9491
56c3004a-761c-48ad-a673-5d7c832c35d7	3	195751823	196049719	116	0.0116
56c3004a-761c-48ad-a673-5d7c832c35d7	3	196049866	196049993	3	1.6127
56c3004a-761c-48ad-a673-5d7c832c35d7	3	196050340	198169247	1047	0.0067
56c3004a-761c-48ad-a673-5d7c832c35d7	4	68929	117100	34	0.5482
56c3004a-761c-48ad-a673-5d7c832c35d7	4	121227	3686168	1445	0.0217
56c3004a-761c-48ad-a673-5d7c832c35d7	4	3686599	3686845	3	-1.4339
56c3004a-761c-48ad-a673-5d7c832c35d7	4	3686933	9455251	3676	0.0132
56c3004a-761c-48ad-a673-5d7c832c35d7	4	9459504	9477699	6	-1.2175
56c3004a-761c-48ad-a673-5d7c832c35d7	4	9484440	9858273	159	-0.0029
56c3004a-761c-48ad-a673-5d7c832c35d7	4	9858277	9862603	3	-1.5117
56c3004a-761c-48ad-a673-5d7c832c35d7	4	9863418	10208322	372	0.0455
56c3004a-761c-48ad-a673-5d7c832c35d7	4	10208339	10233542	40	0.5355
56c3004a-761c-48ad-a673-5d7c832c35d7	4	10233558	10388498	172	0.0437
56c3004a-761c-48ad-a673-5d7c832c35d7	4	10389091	10399044	17	-0.5212
56c3004a-761c-48ad-a673-5d7c832c35d7	4	10401094	34777382	16758	0.0162
56c3004a-761c-48ad-a673-5d7c832c35d7	4	34777403	34819718	39	-0.4765
56c3004a-761c-48ad-a673-5d7c832c35d7	4	34822561	36008312	770	-0.0065
56c3004a-761c-48ad-a673-5d7c832c35d7	4	36009771	36011231	3	-2.955
56c3004a-761c-48ad-a673-5d7c832c35d7	4	36011519	68506285	18676	0.0117
56c3004a-761c-48ad-a673-5d7c832c35d7	4	68509223	68623617	66	0.7164
56c3004a-761c-48ad-a673-5d7c832c35d7	4	68639397	69523998	478	-0.0844
56c3004a-761c-48ad-a673-5d7c832c35d7	4	69524143	69525061	2	-2.503
56c3004a-761c-48ad-a673-5d7c832c35d7	4	69526170	121360818	31546	0.0128
56c3004a-761c-48ad-a673-5d7c832c35d7	4	121361313	121369976	29	-0.6521
56c3004a-761c-48ad-a673-5d7c832c35d7	4	121370367	137170949	8859	0.0086
56c3004a-761c-48ad-a673-5d7c832c35d7	4	137171041	137172260	15	-0.7037
56c3004a-761c-48ad-a673-5d7c832c35d7	4	137173804	189537621	33687	0.014
56c3004a-761c-48ad-a673-5d7c832c35d7	4	189543103	189570244	12	-0.6877
56c3004a-761c-48ad-a673-5d7c832c35d7	4	189570367	190106768	175	-0.032
56c3004a-761c-48ad-a673-5d7c832c35d7	5	15532	8115720	6448	0.0291
56c3004a-761c-48ad-a673-5d7c832c35d7	5	8117676	8117733	2	-2.3611
56c3004a-761c-48ad-a673-5d7c832c35d7	5	8121212	17342373	6812	0.0281
56c3004a-761c-48ad-a673-5d7c832c35d7	5	17344127	17356130	8	-1.0303
56c3004a-761c-48ad-a673-5d7c832c35d7	5	17358160	24777997	4329	-0.0049
56c3004a-761c-48ad-a673-5d7c832c35d7	5	24778267	24781719	15	-0.848
56c3004a-761c-48ad-a673-5d7c832c35d7	5	24786817	26789387	1224	-0.0019
56c3004a-761c-48ad-a673-5d7c832c35d7	5	26797651	26807690	4	-1.4109
56c3004a-761c-48ad-a673-5d7c832c35d7	5	26807795	27524345	390	0.0192
56c3004a-761c-48ad-a673-5d7c832c35d7	5	27525407	27525913	9	-0.9677
56c3004a-761c-48ad-a673-5d7c832c35d7	5	27527372	29077540	899	-0.0379
56c3004a-761c-48ad-a673-5d7c832c35d7	5	29077675	29078527	11	-0.8695
56c3004a-761c-48ad-a673-5d7c832c35d7	5	29082473	50721206	10736	0.0172
56c3004a-761c-48ad-a673-5d7c832c35d7	5	50721232	50724907	3	-1.1876
56c3004a-761c-48ad-a673-5d7c832c35d7	5	50731208	58025819	4830	0.011
56c3004a-761c-48ad-a673-5d7c832c35d7	5	58030200	58037706	32	1.9791
56c3004a-761c-48ad-a673-5d7c832c35d7	5	58042530	104515520	26805	0.0151
56c3004a-761c-48ad-a673-5d7c832c35d7	5	104524672	104524903	4	-1.9917
56c3004a-761c-48ad-a673-5d7c832c35d7	5	104525348	152135923	30756	0.0171
56c3004a-761c-48ad-a673-5d7c832c35d7	5	152135937	152138790	11	-0.7979
56c3004a-761c-48ad-a673-5d7c832c35d7	5	152140710	177771448	17476	0.0189
56c3004a-761c-48ad-a673-5d7c832c35d7	5	177800550	177805604	3	1.7838
56c3004a-761c-48ad-a673-5d7c832c35d7	5	177827964	180947523	1795	0.0143
56c3004a-761c-48ad-a673-5d7c832c35d7	5	180951710	180987465	14	-0.7033
56c3004a-761c-48ad-a673-5d7c832c35d7	5	180990207	181363319	175	0.0265
56c3004a-761c-48ad-a673-5d7c832c35d7	6	149661	294725	123	0.0072
56c3004a-761c-48ad-a673-5d7c832c35d7	6	294837	382559	80	-0.3963
56c3004a-761c-48ad-a673-5d7c832c35d7	6	382897	29869295	21433	0.0202
56c3004a-761c-48ad-a673-5d7c832c35d7	6	29869410	29881490	16	-1.0913
56c3004a-761c-48ad-a673-5d7c832c35d7	6	29882419	29933799	20	-0.4123
56c3004a-761c-48ad-a673-5d7c832c35d7	6	29940692	31370073	677	0.0031
56c3004a-761c-48ad-a673-5d7c832c35d7	6	31370095	31376085	12	-0.7702
56c3004a-761c-48ad-a673-5d7c832c35d7	6	31376380	32488965	468	0.0017
56c3004a-761c-48ad-a673-5d7c832c35d7	6	32502142	32570802	21	-0.8408
56c3004a-761c-48ad-a673-5d7c832c35d7	6	32572834	50946613	11542	0.0108
56c3004a-761c-48ad-a673-5d7c832c35d7	6	50947083	50947099	3	-2.0916
56c3004a-761c-48ad-a673-5d7c832c35d7	6	50948562	66971937	8085	0.0097
56c3004a-761c-48ad-a673-5d7c832c35d7	6	66973914	66974638	7	-1.4075
56c3004a-761c-48ad-a673-5d7c832c35d7	6	66978190	76730151	6251	0.0106
56c3004a-761c-48ad-a673-5d7c832c35d7	6	76730331	76743040	20	0.5365
56c3004a-761c-48ad-a673-5d7c832c35d7	6	76751356	78253157	976	0.0059
56c3004a-761c-48ad-a673-5d7c832c35d7	6	78253172	78322875	109	0.3228
56c3004a-761c-48ad-a673-5d7c832c35d7	6	78325223	80218769	1186	0.0256
56c3004a-761c-48ad-a673-5d7c832c35d7	6	80226832	80228869	3	-1.3214
56c3004a-761c-48ad-a673-5d7c832c35d7	6	80229362	81937445	1212	0.0025
56c3004a-761c-48ad-a673-5d7c832c35d7	6	81938724	81947043	8	-1.1007
56c3004a-761c-48ad-a673-5d7c832c35d7	6	81950657	165310563	53661	0.016
56c3004a-761c-48ad-a673-5d7c832c35d7	6	165318037	165318439	2	-1.7382
56c3004a-761c-48ad-a673-5d7c832c35d7	6	165321163	170741917	3596	0.0139
56c3004a-761c-48ad-a673-5d7c832c35d7	7	43355	3570080	1621	0.0207
56c3004a-761c-48ad-a673-5d7c832c35d7	7	3570211	3578378	30	-0.9502
56c3004a-761c-48ad-a673-5d7c832c35d7	7	3578729	126405428	75288	0.0126
56c3004a-761c-48ad-a673-5d7c832c35d7	7	126405502	126406561	11	-1.2471
56c3004a-761c-48ad-a673-5d7c832c35d7	7	126406822	134100424	4700	0.0172
56c3004a-761c-48ad-a673-5d7c832c35d7	7	134100442	134110881	24	-2.1506
56c3004a-761c-48ad-a673-5d7c832c35d7	7	134110912	134114444	11	-0.8171
56c3004a-761c-48ad-a673-5d7c832c35d7	7	134121491	142063324	5190	0.0219
56c3004a-761c-48ad-a673-5d7c832c35d7	7	142069843	142069880	2	-1.3649
56c3004a-761c-48ad-a673-5d7c832c35d7	7	142069891	142092307	32	-3.0464
56c3004a-761c-48ad-a673-5d7c832c35d7	7	142099190	159334314	10861	0.0141
56c3004a-761c-48ad-a673-5d7c832c35d7	8	81254	645875	330	0.0375
56c3004a-761c-48ad-a673-5d7c832c35d7	8	645892	645908	2	3.9947
56c3004a-761c-48ad-a673-5d7c832c35d7	8	656117	12024888	10671	0.0101
56c3004a-761c-48ad-a673-5d7c832c35d7	8	12025748	12545655	50	-0.4686
56c3004a-761c-48ad-a673-5d7c832c35d7	8	12555293	14652059	1954	0.0125
56c3004a-761c-48ad-a673-5d7c832c35d7	8	14652523	14652565	3	-1.915
56c3004a-761c-48ad-a673-5d7c832c35d7	8	14652887	25122039	8460	0.0237
56c3004a-761c-48ad-a673-5d7c832c35d7	8	25122389	25126735	12	0.716
56c3004a-761c-48ad-a673-5d7c832c35d7	8	25126818	39391223	9015	0.017
56c3004a-761c-48ad-a673-5d7c832c35d7	8	39393453	39529446	55	0.6837
56c3004a-761c-48ad-a673-5d7c832c35d7	8	39530780	86777104	27132	0.0183
56c3004a-761c-48ad-a673-5d7c832c35d7	8	86777129	86777398	2	-2.774
56c3004a-761c-48ad-a673-5d7c832c35d7	8	86777618	145072769	37746	0.0208
56c3004a-761c-48ad-a673-5d7c832c35d7	9	46587	602903	506	0.017
56c3004a-761c-48ad-a673-5d7c832c35d7	9	606699	606893	3	1.4324
56c3004a-761c-48ad-a673-5d7c832c35d7	9	606961	5081541	4731	0.0196
56c3004a-761c-48ad-a673-5d7c832c35d7	9	5081585	5081766	5	-1.3015
56c3004a-761c-48ad-a673-5d7c832c35d7	9	5081852	9874677	4189	0.0246
56c3004a-761c-48ad-a673-5d7c832c35d7	9	9876564	12524799	2230	-0.0328
56c3004a-761c-48ad-a673-5d7c832c35d7	9	12525677	22492890	8166	0.0212
56c3004a-761c-48ad-a673-5d7c832c35d7	9	22501914	22502700	2	-3.2351
56c3004a-761c-48ad-a673-5d7c832c35d7	9	22509341	23361807	581	0.0131
56c3004a-761c-48ad-a673-5d7c832c35d7	9	23363117	23373486	8	-2.4203
56c3004a-761c-48ad-a673-5d7c832c35d7	9	23378490	40926319	10764	0.0081
56c3004a-761c-48ad-a673-5d7c832c35d7	9	40928205	42727685	135	-0.5224
56c3004a-761c-48ad-a673-5d7c832c35d7	9	42729302	67099935	220	-0.1129
56c3004a-761c-48ad-a673-5d7c832c35d7	9	67103069	138200944	47929	0.0211
56c3004a-761c-48ad-a673-5d7c832c35d7	10	45792	24088745	19184	0.019
56c3004a-761c-48ad-a673-5d7c832c35d7	10	24088746	24090110	14	-1.1727
56c3004a-761c-48ad-a673-5d7c832c35d7	10	24091731	30957581	5009	0.0198
56c3004a-761c-48ad-a673-5d7c832c35d7	10	30962405	30962850	11	0.6367
56c3004a-761c-48ad-a673-5d7c832c35d7	10	30962893	46525728	7444	0.0263
56c3004a-761c-48ad-a673-5d7c832c35d7	10	46525759	46525833	5	1.1864
56c3004a-761c-48ad-a673-5d7c832c35d7	10	46525848	46560066	27	0.4733
56c3004a-761c-48ad-a673-5d7c832c35d7	10	46560397	46606240	5	-0.1379
56c3004a-761c-48ad-a673-5d7c832c35d7	10	46617422	46631433	3	1.1336
56c3004a-761c-48ad-a673-5d7c832c35d7	10	46632302	47460004	299	0.0315
56c3004a-761c-48ad-a673-5d7c832c35d7	10	47559592	47680298	5	1.3853
56c3004a-761c-48ad-a673-5d7c832c35d7	10	47680348	56756643	6237	0.0193
56c3004a-761c-48ad-a673-5d7c832c35d7	10	56756761	56767077	39	-0.7099
56c3004a-761c-48ad-a673-5d7c832c35d7	10	56772992	65545311	6107	0.0261
56c3004a-761c-48ad-a673-5d7c832c35d7	10	65545327	65554672	32	0.5732
56c3004a-761c-48ad-a673-5d7c832c35d7	10	65554688	66022240	403	0.0272
56c3004a-761c-48ad-a673-5d7c832c35d7	10	66024671	66025419	3	-1.1478
56c3004a-761c-48ad-a673-5d7c832c35d7	10	66030637	70720823	3111	0.0166
56c3004a-761c-48ad-a673-5d7c832c35d7	10	70721964	70722088	2	-3.3505
56c3004a-761c-48ad-a673-5d7c832c35d7	10	70722700	76482757	3266	0.0242
56c3004a-761c-48ad-a673-5d7c832c35d7	10	76493093	76497852	3	1.7199
56c3004a-761c-48ad-a673-5d7c832c35d7	10	76501509	115559648	26138	0.0225
56c3004a-761c-48ad-a673-5d7c832c35d7	10	115563798	115564576	2	-2.0873
56c3004a-761c-48ad-a673-5d7c832c35d7	10	115564661	133654968	13285	0.0261
56c3004a-761c-48ad-a673-5d7c832c35d7	11	198510	20170387	13860	0.0184
56c3004a-761c-48ad-a673-5d7c832c35d7	11	20172498	20172537	2	2.1916
56c3004a-761c-48ad-a673-5d7c832c35d7	11	20173272	25061629	3677	0.0108
56c3004a-761c-48ad-a673-5d7c832c35d7	11	25062669	25064191	4	-1.1996
56c3004a-761c-48ad-a673-5d7c832c35d7	11	25064963	80256469	30225	0.013
56c3004a-761c-48ad-a673-5d7c832c35d7	11	80256504	80256520	2	-3.8244
56c3004a-761c-48ad-a673-5d7c832c35d7	11	80256642	99192245	13240	0.0151
56c3004a-761c-48ad-a673-5d7c832c35d7	11	99193320	99197633	6	-1.2517
56c3004a-761c-48ad-a673-5d7c832c35d7	11	99198478	99968957	591	0.0134
56c3004a-761c-48ad-a673-5d7c832c35d7	11	99972614	99972870	3	-2.56
56c3004a-761c-48ad-a673-5d7c832c35d7	11	99974970	125205483	17603	0.0225
56c3004a-761c-48ad-a673-5d7c832c35d7	11	125205555	125212180	25	-0.9448
56c3004a-761c-48ad-a673-5d7c832c35d7	11	125212215	135074876	7535	0.024
56c3004a-761c-48ad-a673-5d7c832c35d7	12	51460	1144744	660	0.0324
56c3004a-761c-48ad-a673-5d7c832c35d7	12	1146572	1147275	2	-2.3128
56c3004a-761c-48ad-a673-5d7c832c35d7	12	1150665	8209454	4874	0.0196
56c3004a-761c-48ad-a673-5d7c832c35d7	12	8210120	8220161	8	0.7807
56c3004a-761c-48ad-a673-5d7c832c35d7	12	8241232	9477960	628	0.0117
56c3004a-761c-48ad-a673-5d7c832c35d7	12	9481274	9575696	24	0.9942
56c3004a-761c-48ad-a673-5d7c832c35d7	12	9582373	11068125	1034	0.0124
56c3004a-761c-48ad-a673-5d7c832c35d7	12	11070111	11088933	9	0.7331
56c3004a-761c-48ad-a673-5d7c832c35d7	12	11099275	33141611	15521	0.0188
56c3004a-761c-48ad-a673-5d7c832c35d7	12	33141653	33154440	31	-0.6167
56c3004a-761c-48ad-a673-5d7c832c35d7	12	33155426	45510655	5584	0.0229
56c3004a-761c-48ad-a673-5d7c832c35d7	12	45512057	45515754	3	1.3969
56c3004a-761c-48ad-a673-5d7c832c35d7	12	45519509	48331259	1717	0.0224
56c3004a-761c-48ad-a673-5d7c832c35d7	12	48331456	48331632	3	-2.1681
56c3004a-761c-48ad-a673-5d7c832c35d7	12	48336253	56083705	4294	0.0083
56c3004a-761c-48ad-a673-5d7c832c35d7	12	56084552	56084625	5	1.4002
56c3004a-761c-48ad-a673-5d7c832c35d7	12	56087291	63690554	4645	0.016
56c3004a-761c-48ad-a673-5d7c832c35d7	12	63690664	63742874	25	-0.5741
56c3004a-761c-48ad-a673-5d7c832c35d7	12	63749408	126510400	40675	0.0179
56c3004a-761c-48ad-a673-5d7c832c35d7	12	126512695	126520044	6	-0.976
56c3004a-761c-48ad-a673-5d7c832c35d7	12	126522929	128744341	1969	0.022
56c3004a-761c-48ad-a673-5d7c832c35d7	12	128745968	128747597	5	-1.2434
56c3004a-761c-48ad-a673-5d7c832c35d7	12	128747752	129815137	1007	0.0138
56c3004a-761c-48ad-a673-5d7c832c35d7	12	129815208	129820102	3	-1.4986
56c3004a-761c-48ad-a673-5d7c832c35d7	12	129820194	133201603	2054	0.0289
56c3004a-761c-48ad-a673-5d7c832c35d7	13	18452809	27599202	6275	0.0304
56c3004a-761c-48ad-a673-5d7c832c35d7	13	27600204	27600497	2	-1.6686
56c3004a-761c-48ad-a673-5d7c832c35d7	13	27602290	31957984	3282	0.025
56c3004a-761c-48ad-a673-5d7c832c35d7	13	31958485	31964286	18	-0.9255
56c3004a-761c-48ad-a673-5d7c832c35d7	13	31965910	36159243	2982	0.031
56c3004a-761c-48ad-a673-5d7c832c35d7	13	36162688	36162855	3	1.2873
56c3004a-761c-48ad-a673-5d7c832c35d7	13	36163442	38478674	1629	0.0164
56c3004a-761c-48ad-a673-5d7c832c35d7	13	38483435	38483919	2	-1.9303
56c3004a-761c-48ad-a673-5d7c832c35d7	13	38490920	83676475	28833	0.0157
56c3004a-761c-48ad-a673-5d7c832c35d7	13	83677417	83678508	2	-2.087
56c3004a-761c-48ad-a673-5d7c832c35d7	13	83679150	114342922	21070	0.0125
56c3004a-761c-48ad-a673-5d7c832c35d7	14	18239283	18976793	27	0.0506
56c3004a-761c-48ad-a673-5d7c832c35d7	14	19011729	19430665	29	-0.6995
56c3004a-761c-48ad-a673-5d7c832c35d7	14	19445992	21632925	1218	0.0201
56c3004a-761c-48ad-a673-5d7c832c35d7	14	21633016	22305120	586	-0.1221
56c3004a-761c-48ad-a673-5d7c832c35d7	14	22306193	26310159	2633	0.0293
56c3004a-761c-48ad-a673-5d7c832c35d7	14	26310163	26314712	11	0.7388
56c3004a-761c-48ad-a673-5d7c832c35d7	14	26315707	106877229	50855	0.0189
56c3004a-761c-48ad-a673-5d7c832c35d7	15	19811075	20056983	50	-0.1808
56c3004a-761c-48ad-a673-5d7c832c35d7	15	20059033	22299523	156	0.5441
56c3004a-761c-48ad-a673-5d7c832c35d7	15	22385639	24329790	959	0.0306
56c3004a-761c-48ad-a673-5d7c832c35d7	15	24333352	24533744	93	0.5405
56c3004a-761c-48ad-a673-5d7c832c35d7	15	24537120	37407184	8249	0.0212
56c3004a-761c-48ad-a673-5d7c832c35d7	15	37414606	37415195	2	-3.4607
56c3004a-761c-48ad-a673-5d7c832c35d7	15	37415339	56497449	11622	0.0209
56c3004a-761c-48ad-a673-5d7c832c35d7	15	56498505	56508779	25	-0.5088
56c3004a-761c-48ad-a673-5d7c832c35d7	15	56509425	61249991	3490	0.0254
56c3004a-761c-48ad-a673-5d7c832c35d7	15	61253727	61255174	2	-1.5095
56c3004a-761c-48ad-a673-5d7c832c35d7	15	61257244	76598900	9253	0.0118
56c3004a-761c-48ad-a673-5d7c832c35d7	15	76599170	76603426	15	-1.8987
56c3004a-761c-48ad-a673-5d7c832c35d7	15	76603428	76609838	7	-0.7491
56c3004a-761c-48ad-a673-5d7c832c35d7	15	76609853	101888798	17598	0.0251
56c3004a-761c-48ad-a673-5d7c832c35d7	15	101888834	101928837	8	-0.5414
56c3004a-761c-48ad-a673-5d7c832c35d7	16	10777	19933041	13458	0.0229
56c3004a-761c-48ad-a673-5d7c832c35d7	16	19934328	19958932	30	-0.5592
56c3004a-761c-48ad-a673-5d7c832c35d7	16	19959168	21401082	892	0.0274
56c3004a-761c-48ad-a673-5d7c832c35d7	16	21503753	21561437	15	-0.6184
56c3004a-761c-48ad-a673-5d7c832c35d7	16	21561840	22364445	344	0.0602
56c3004a-761c-48ad-a673-5d7c832c35d7	16	22365547	22701658	99	-0.2178
56c3004a-761c-48ad-a673-5d7c832c35d7	16	22706267	28637882	4049	0.0195
56c3004a-761c-48ad-a673-5d7c832c35d7	16	28696878	28752527	4	-1.3901
56c3004a-761c-48ad-a673-5d7c832c35d7	16	28812606	29568713	193	0.0189
56c3004a-761c-48ad-a673-5d7c832c35d7	16	29569793	29764626	61	0.572
56c3004a-761c-48ad-a673-5d7c832c35d7	16	29764672	77243393	20878	0.016
56c3004a-761c-48ad-a673-5d7c832c35d7	16	77246355	77248101	3	-1.6389
56c3004a-761c-48ad-a673-5d7c832c35d7	16	77251762	77338605	107	-0.0569
56c3004a-761c-48ad-a673-5d7c832c35d7	16	77339142	77339364	4	-1.0343
56c3004a-761c-48ad-a673-5d7c832c35d7	16	77339906	78337711	1075	0.0032
56c3004a-761c-48ad-a673-5d7c832c35d7	16	78338543	78349243	15	-2.0069
56c3004a-761c-48ad-a673-5d7c832c35d7	16	78350841	88076816	9776	0.0208
56c3004a-761c-48ad-a673-5d7c832c35d7	16	88080057	88081232	3	-1.6818
56c3004a-761c-48ad-a673-5d7c832c35d7	16	88081785	90096867	838	0.0686
56c3004a-761c-48ad-a673-5d7c832c35d7	17	150733	2408335	1154	0.0135
56c3004a-761c-48ad-a673-5d7c832c35d7	17	2409060	2409073	3	1.3273
